split,id,landmark_index,ere,ere_mm,true_radial_error_px,true_radial_error_mm
validation,RBS14724681_1R,2,5.948081970214844,0.41678860783576965,3.0,0.210213303565979
validation,RBS14724681_1R,3,5.33180570602417,0.3736058473587036,9.433980941772461,0.6610494256019592
validation,RBS14724681_1R,4,5.753785133361816,0.4031740128993988,3.0,0.210213303565979
validation,RBS14724681_1R,5,13.24460506439209,0.9280644059181213,7.8102498054504395,0.547272801399231
validation,RBS14724681_1R,6,4.5017991065979,0.31544598937034607,3.0,0.210213303565979
validation,RBS14724681_1R,7,5.630608558654785,0.39454320073127747,3.605551242828369,0.25264495611190796
validation,RBS18583824_6L,1,5.109371185302734,0.3580193519592285,2.0,0.14014220237731934
validation,RBS18583824_6L,2,5.572828769683838,0.39049428701400757,3.0,0.210213303565979
validation,RBS18583824_6L,3,5.380795955657959,0.37703847885131836,9.486832618713379,0.6647528409957886
validation,RBS18583824_6L,4,4.214018821716309,0.29528099298477173,6.7082037925720215,0.47005122900009155
validation,RBS18583824_6L,5,4.5526123046875,0.3190065324306488,8.5440034866333,0.5986877679824829
validation,RBS18583824_6L,6,5.097960472106934,0.3572198152542114,12.165525436401367,0.852451741695404
validation,RBS18583824_6L,7,5.606807708740234,0.392875075340271,6.7082037925720215,0.47005122900009155
validation,RBS15065081_7L,1,8.101265907287598,0.567664623260498,9.05538558959961,0.6345208287239075
validation,RBS15065081_7L,2,6.304435729980469,0.4417588710784912,6.082762718200684,0.426225870847702
validation,RBS15065081_7L,3,7.320226669311523,0.5129362344741821,3.0,0.210213303565979
validation,RBS15065081_7L,4,7.512513160705566,0.5264104008674622,9.433980941772461,0.6610494256019592
validation,RBS15065081_7L,5,5.2549824714660645,0.3682223856449127,8.062257766723633,0.5649312734603882
validation,RBS15065081_7L,6,5.254520416259766,0.36819028854370117,8.5440034866333,0.5986877679824829
validation,RBS15065081_7L,7,7.5974321365356445,0.532359778881073,8.0,0.5605688095092773
validation,RBS19009647_6L,1,5.325438022613525,0.373159259557724,8.062257766723633,0.5649312734603882
validation,RBS19009647_6L,2,5.6828460693359375,0.39820337295532227,2.0,0.14014220237731934
validation,RBS19009647_6L,3,4.668152332305908,0.3271027207374573,2.0,0.14014220237731934
validation,RBS19009647_6L,4,5.733348369598389,0.4017423093318939,4.242640495300293,0.2972865104675293
validation,RBS19009647_6L,5,5.327678203582764,0.37331628799438477,13.45362377166748,0.942710280418396
validation,RBS19009647_6L,6,5.195783615112305,0.3640739917755127,1.0,0.07007110118865967
validation,RBS19009647_6L,7,5.226140975952148,0.36620134115219116,2.0,0.14014220237731934
validation,RBS21235640_7R,1,5.45564603805542,0.38228288292884827,6.0,0.420426607131958
validation,RBS21235640_7R,2,5.074270725250244,0.3555597960948944,2.0,0.14014220237731934
validation,RBS21235640_7R,3,4.648699760437012,0.3257395625114441,3.605551242828369,0.25264495611190796
validation,RBS21235640_7R,4,6.366672515869141,0.44611990451812744,7.8102498054504395,0.547272801399231
validation,RBS21235640_7R,5,5.951355934143066,0.41701799631118774,3.605551242828369,0.25264495611190796
validation,RBS21235640_7R,6,7.412868499755859,0.519427478313446,8.0,0.5605688095092773
validation,RBS21235640_7R,7,7.268901824951172,0.5093396306037903,17.804492950439453,1.2475805282592773
validation,RBS18400460_6L,1,6.910266876220703,0.4842098653316498,16.278820037841797,1.1406749486923218
validation,RBS18400460_6L,2,6.757716178894043,0.47352054715156555,3.605551242828369,0.25264495611190796
validation,RBS18400460_6L,3,5.177524566650391,0.3627947270870209,2.0,0.14014220237731934
